SalePrice,MSSubClass,LotFrontage,LotArea,LotConfig,Neighborhood,Condition1,Condition2,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SaleCondition
171000,90,82,11070,Inside,Mitchel,Norm,Norm,1988,1989,Gable,BrkFace,70,TA,CBlock,1907,1907,1959,0,1959,5,2,TA,9,2Types,1989,Unf,3,766,7,2006,Family
230000,60,73,9066,Inside,CollgCr,Norm,Norm,1999,2000,Gable,BrkFace,320,Gd,PConc,336,1004,1004,848,1852,3,1,Gd,7,Attchd,1999,Fin,3,660,12,2008,Normal
231500,60,65,15426,Inside,CollgCr,Norm,Norm,1997,1997,Gable,None,0,TA,PConc,107,928,928,836,1764,3,1,Gd,7,Attchd,1997,RFn,2,470,8,2009,Normal
115000,20,70,10500,FR2,NAmes,Norm,Norm,1971,1971,Gable,None,0,TA,CBlock,432,864,864,0,864,3,1,TA,5,NA,NA,NA,0,0,4,2010,Normal
260000,20,78,11645,Inside,CollgCr,Norm,Norm,2005,2005,Gable,None,0,Gd,PConc,434,1734,1734,0,1734,3,1,Gd,7,Attchd,2005,Fin,2,660,1,2006,Normal
166000,50,71,8520,Corner,NAmes,Artery,Norm,1952,1952,Gable,None,0,TA,CBlock,403,910,910,475,1385,4,1,TA,6,Detchd,2000,Unf,2,720,6,2010,Normal
204000,20,78,10335,Inside,CollgCr,Norm,Norm,1999,1999,Gable,BrkFace,183,Gd,PConc,811,1490,1501,0,1501,3,1,Gd,6,Attchd,1999,RFn,2,577,6,2009,Normal
125000,90,70,9100,Inside,Sawyer,RRAe,Norm,1963,1963,Gable,BrkFace,336,TA,CBlock,396,1728,1728,0,1728,6,2,TA,10,Detchd,1963,Unf,2,504,11,2006,Abnorml
130000,160,24,2522,Inside,Edwards,Norm,Norm,2004,2006,Gable,Stone,50,Gd,PConc,970,970,970,739,1709,3,1,Gd,7,Detchd,2004,Unf,2,380,4,2006,Normal
105000,30,51,6120,Corner,BrkSide,Norm,Norm,1931,1993,Gable,None,0,TA,BrkTil,506,715,875,0,875,2,1,TA,5,Detchd,1931,Unf,1,180,11,2009,Normal
222500,60,NA,9505,CulDSac,Gilbert,Norm,Norm,2001,2001,Gable,BrkFace,180,Gd,PConc,884,884,884,1151,2035,3,1,Gd,8,BuiltIn,2001,Fin,2,434,5,2010,Normal
141000,20,63,7500,Inside,SawyerW,Norm,Norm,2004,2005,Gable,BrkFace,120,TA,PConc,400,1080,1080,0,1080,3,1,Gd,6,NA,NA,NA,0,0,4,2008,Normal
115000,50,NA,6240,Inside,BrkSide,Norm,Norm,1936,1950,Gable,None,0,TA,BrkTil,896,896,896,448,1344,3,1,TA,7,Detchd,1936,Unf,1,240,4,2006,Normal
122000,20,120,10356,Corner,CollgCr,Norm,Norm,1975,1975,Gable,None,0,TA,CBlock,253,969,969,0,969,3,1,TA,5,Attchd,1975,Unf,2,440,1,2007,Normal
372402,20,107,13891,Inside,NridgHt,Norm,Norm,2007,2008,Hip,Stone,436,Gd,PConc,310,1710,1710,0,1710,2,1,Gd,6,Attchd,2007,RFn,3,866,1,2008,Partial
190000,60,NA,14803,CulDSac,NWAmes,Norm,Norm,1971,1971,Gable,BrkFace,252,TA,CBlock,409,825,1097,896,1993,4,1,TA,8,Attchd,1971,RFn,2,495,6,2006,Normal
235000,20,NA,13500,Inside,ClearCr,Norm,Norm,1960,1975,Flat,None,0,TA,CBlock,93,1602,1252,0,1252,1,1,TA,4,Attchd,1960,RFn,2,564,3,2008,Normal
125000,30,84,11340,Corner,OldTown,Norm,Norm,1923,1950,Gable,None,0,TA,BrkTil,1200,1200,1200,0,1200,4,1,TA,7,Detchd,1923,Unf,1,312,3,2006,Family
79000,50,60,9600,Corner,Edwards,Artery,Norm,1924,1950,Gable,None,0,TA,BrkTil,572,572,572,524,1096,2,1,TA,5,NA,NA,NA,0,0,4,2008,Normal
109500,20,60,7200,Inside,NAmes,Norm,Norm,1950,1950,Hip,None,0,TA,CBlock,0,0,1040,0,1040,2,1,TA,5,Detchd,1950,Unf,2,625,6,2006,Normal
269500,60,92,12003,Corner,Timber,Norm,Norm,2009,2010,Gable,BrkFace,84,Gd,PConc,774,774,774,1194,1968,4,1,Ex,8,BuiltIn,2009,Fin,3,680,5,2010,Partial
254900,60,100,12552,Corner,Somerst,Norm,Norm,2004,2005,Gable,None,0,Gd,PConc,769,991,991,956,1947,3,1,Gd,8,Attchd,2004,RFn,2,678,5,2010,Normal
320000,60,134,19378,Corner,Gilbert,Norm,Norm,2005,2006,Gable,BrkFace,456,Gd,PConc,1335,1392,1392,1070,2462,4,1,Gd,9,Attchd,2006,RFn,2,576,3,2006,Partial
162500,20,NA,11120,CulDSac,Veenker,Norm,Norm,1984,1984,Gable,None,0,TA,PConc,572,1232,1232,0,1232,3,1,TA,6,Attchd,1984,Unf,2,516,6,2008,Normal
412500,60,110,13688,Inside,NridgHt,Norm,Norm,2003,2004,Gable,BrkFace,664,Gd,PConc,556,1572,1572,1096,2668,3,1,Ex,10,BuiltIn,2003,Fin,3,726,3,2008,Normal
220000,20,95,12182,Corner,NridgHt,Norm,Norm,2005,2005,Gable,BrkFace,226,Gd,PConc,340,1541,1541,0,1541,3,1,Gd,7,Attchd,2005,RFn,2,532,5,2010,Partial
103200,45,55,5500,Inside,OldTown,Norm,Norm,1956,1956,Gable,None,0,TA,CBlock,882,882,882,0,882,1,1,TA,4,NA,NA,NA,0,0,4,2007,Normal
152000,40,40,5400,Corner,OldTown,Norm,Norm,1926,2004,Gable,None,0,TA,BrkTil,779,1149,1149,467,1616,3,1,Gd,5,Detchd,1926,Unf,1,216,10,2007,Normal
127500,190,62,10106,Inside,Edwards,Norm,Norm,1940,1999,Gable,None,0,TA,BrkTil,112,644,808,547,1355,4,2,TA,6,NA,NA,NA,0,0,9,2008,Normal
190000,20,NA,10708,Inside,ClearCr,Norm,Norm,1955,1993,Hip,None,0,Gd,CBlock,470,1617,1867,0,1867,2,1,TA,7,Attchd,1955,Fin,1,303,11,2009,Normal
325624,60,86,10562,Inside,NridgHt,Norm,Norm,2007,2007,Gable,Stone,300,Gd,PConc,294,1582,1610,551,2161,3,1,Ex,8,Attchd,2007,Fin,3,789,11,2007,Partial
183500,60,62,8244,Inside,Gilbert,Norm,Norm,2004,2004,Gable,None,0,Gd,PConc,840,840,840,880,1720,3,1,Gd,7,Attchd,2004,Fin,2,440,5,2007,Normal
228000,20,NA,16669,Corner,Timber,Norm,Norm,1981,1981,Hip,BrkFace,653,Gd,CBlock,1686,1686,1707,0,1707,2,1,TA,6,Attchd,1981,RFn,2,511,1,2006,Normal
128500,50,NA,12358,Inside,OldTown,Feedr,Norm,1941,1950,Gable,None,0,TA,CBlock,360,720,854,0,1382,2,1,TA,7,Detchd,1991,Unf,2,660,5,2007,Normal
215000,20,141,31770,Corner,NAmes,Norm,Norm,1960,1960,Hip,Stone,112,TA,CBlock,441,1080,1656,0,1656,3,1,TA,7,Attchd,1960,Fin,2,528,5,2010,Normal
239000,160,44,5306,Inside,StoneBr,Norm,Norm,1987,1987,Gable,None,0,Gd,PConc,354,1064,1064,703,1767,2,1,Gd,5,Attchd,1987,RFn,2,504,6,2006,Normal
163000,20,80,10197,Inside,NAmes,Norm,Norm,1961,1961,Gable,BrkCmn,491,TA,CBlock,700,1362,1362,0,1362,3,1,TA,6,Attchd,1961,Unf,2,504,6,2008,Normal
184000,20,47,12416,Inside,Timber,Norm,Norm,1986,1986,Gable,Stone,132,TA,CBlock,0,1606,1651,0,1651,3,1,TA,7,Attchd,1986,Fin,2,616,11,2008,Normal
243000,20,84,12615,Corner,Edwards,Norm,Norm,1950,2001,Gable,None,0,TA,CBlock,725,1202,2158,0,2158,4,1,Gd,7,Attchd,1950,Unf,2,576,6,2007,Normal
211000,60,97,10029,Corner,ClearCr,Norm,Norm,1988,1989,Gable,BrkFace,268,Gd,PConc,320,1151,1164,896,2060,4,1,TA,8,Attchd,1988,Unf,2,521,9,2007,Normal
172500,50,NA,13650,Inside,Sawyer,Norm,Norm,1958,1958,Gable,None,0,Gd,CBlock,554,1052,1252,668,1920,4,1,Gd,8,Attchd,1958,Unf,2,451,7,2006,Normal
501837,20,63,17423,CulDSac,StoneBr,Norm,Norm,2008,2009,Hip,Stone,748,Ex,PConc,312,2216,2234,0,2234,1,1,Ex,9,Attchd,2009,Fin,3,1166,7,2009,Partial
100000,30,60,8520,Inside,OldTown,Norm,Norm,1923,2006,Gable,None,0,Gd,CBlock,968,968,968,0,968,2,1,TA,5,Detchd,1935,Unf,2,480,7,2007,Normal
177000,160,NA,2117,Inside,Somerst,Norm,Norm,2000,2000,Gable,BrkFace,456,Gd,PConc,320,756,769,756,1525,3,1,Gd,5,Detchd,2000,Unf,2,440,6,2007,Normal
200100,70,54,7588,Inside,Crawfor,Norm,Norm,1920,1950,Gable,None,0,TA,BrkTil,441,793,901,901,1802,4,1,TA,9,Detchd,1920,Unf,1,216,7,2006,Normal
120000,20,60,9060,Inside,Edwards,Artery,Norm,1957,2006,Hip,BrkFace,98,TA,PConc,0,0,1340,0,1340,3,1,TA,7,Attchd,1957,RFn,1,252,6,2007,Normal
200000,50,63,11426,Inside,OldTown,Norm,Norm,2003,2003,Gable,None,0,TA,PConc,1362,1362,1362,720,2082,3,1,Gd,6,Detchd,2003,Unf,2,484,6,2008,Normal
127000,50,92,7438,Inside,BrkSide,RRAn,Feedr,1908,1991,Gable,None,0,TA,PConc,504,504,936,316,1252,3,1,TA,5,Attchd,1986,Unf,2,576,6,2006,Normal
475000,75,90,22950,Inside,OldTown,Artery,Norm,1892,1993,Gable,None,0,Gd,BrkTil,1107,1107,1518,1518,3608,4,1,Ex,12,Detchd,1993,Unf,3,840,6,2006,Normal
173000,80,NA,9947,CulDSac,Mitchel,Norm,Norm,1990,1991,Gable,None,0,TA,PConc,577,1188,1217,0,1217,3,1,Gd,6,Attchd,1990,Unf,2,497,6,2009,Normal
135000,50,60,10410,Inside,OldTown,Norm,Norm,1916,1987,Gable,None,0,TA,CBlock,660,660,808,704,1656,3,1,TA,8,Detchd,1916,Unf,1,180,8,2009,Normal
153337,90,64,7018,Inside,SawyerW,Feedr,Norm,1979,1979,Gable,Stone,275,TA,CBlock,0,1086,1224,0,1224,2,2,TA,6,Detchd,1979,Unf,2,528,6,2009,Alloca
286000,120,41,4923,Inside,StoneBr,Norm,Norm,2001,2002,Gable,None,0,Gd,PConc,440,1593,1593,0,1593,0,1,Ex,5,Attchd,2001,Fin,2,682,8,2008,Normal
315000,70,70,10570,Inside,Crawfor,Norm,Norm,1932,1994,Hip,None,0,Gd,CBlock,556,853,1549,1178,2727,3,1,Gd,10,Detchd,1932,Unf,2,440,12,2007,Normal
184000,60,NA,7472,CulDSac,NAmes,Norm,Norm,1972,2004,Gable,BrkFace,138,TA,CBlock,99,725,725,754,1479,4,1,Gd,7,Attchd,1972,Fin,2,484,6,2007,Normal
192000,20,68,9017,Inside,CollgCr,Norm,Norm,1999,1999,Gable,None,0,Gd,PConc,871,1431,1431,0,1431,3,1,Gd,6,Attchd,1999,Fin,2,666,9,2009,Normal
130000,160,24,2522,Inside,Edwards,Norm,Norm,2004,2004,Gable,Stone,50,Gd,PConc,970,970,970,739,1709,3,1,Gd,7,Detchd,2004,Unf,2,380,5,2006,Normal
127000,20,60,7180,Inside,CollgCr,Norm,Norm,1972,1972,Hip,None,0,TA,CBlock,474,864,864,0,864,3,1,TA,5,Detchd,1989,Unf,1,352,5,2008,Normal
148500,160,24,2280,FR2,NPkVill,Norm,Norm,1976,1976,Gable,None,0,TA,CBlock,289,855,855,601,1456,3,1,TA,7,Attchd,1976,Unf,2,440,7,2009,Normal
311872,20,79,9416,Inside,Somerst,Norm,Norm,2007,2007,Hip,Stone,205,Ex,PConc,600,1726,1726,0,1726,3,1,Ex,8,Attchd,2007,Fin,3,786,9,2007,Partial
235000,75,174,25419,Corner,NAmes,Artery,Norm,1918,1990,Gable,None,0,Gd,PConc,140,1360,1360,1360,3112,4,1,Gd,8,Detchd,1918,Unf,2,795,3,2006,Abnorml
104000,75,92,5520,Corner,OldTown,Norm,Norm,1912,1950,Gable,None,0,TA,CBlock,755,755,929,929,2229,5,1,TA,8,NA,NA,NA,0,0,7,2009,Abnorml
274900,20,76,9591,Inside,NridgHt,Norm,Norm,2004,2005,Hip,BrkFace,262,Gd,PConc,625,1713,1713,0,1713,3,1,Ex,7,Attchd,2004,Fin,3,856,1,2009,Normal
140000,20,80,8546,Corner,Edwards,Norm,Norm,2003,2004,Gable,None,0,TA,PConc,1121,1121,1121,0,1121,2,1,TA,5,Attchd,2003,RFn,2,440,3,2010,Normal
171500,20,75,10125,Inside,Mitchel,Norm,Norm,1977,1977,Gable,None,0,TA,CBlock,276,1196,1279,0,1279,3,1,TA,6,Detchd,1980,Unf,2,473,2,2008,Normal
112000,50,50,7000,Corner,OldTown,Artery,Norm,1924,1950,Gable,None,0,TA,BrkTil,0,617,865,445,1310,2,1,TA,6,Attchd,1924,Unf,1,398,5,2006,Normal
149000,120,NA,4438,Inside,CollgCr,Norm,Norm,2004,2004,Gable,BrkFace,205,Gd,PConc,186,848,848,0,848,1,1,Gd,3,Attchd,2004,RFn,2,420,1,2008,Normal
110000,50,50,3500,Inside,OldTown,Norm,Norm,1947,1950,Gable,None,0,TA,CBlock,408,720,720,564,1284,2,1,TA,5,Detchd,1948,Unf,1,240,4,2009,Normal
180500,20,99,11851,Corner,Gilbert,Norm,Norm,1990,1990,Gable,None,0,TA,PConc,1424,1424,1442,0,1442,3,1,TA,5,Attchd,1990,RFn,2,500,5,2009,Normal
143900,20,40,13673,CulDSac,Sawyer,RRAe,Norm,1962,1962,Gable,None,0,TA,CBlock,1140,1140,1696,0,1696,3,1,TA,8,Attchd,1962,RFn,1,349,3,2007,Normal
141000,20,NA,12493,Inside,NAmes,Norm,Norm,1960,1960,Gable,None,0,TA,PConc,375,1100,1100,0,1100,3,1,TA,6,Attchd,1960,RFn,1,312,4,2008,Normal
277000,60,NA,14364,Inside,SawyerW,Norm,Norm,1988,1989,Gable,BrkFace,128,Gd,CBlock,92,1157,1180,882,2062,3,1,TA,7,Attchd,1988,Fin,2,454,4,2007,Normal
145000,20,75,8250,Inside,NAmes,Norm,Norm,1964,1964,Hip,Stone,260,TA,CBlock,305,1092,1092,0,1092,3,1,TA,6,Attchd,1964,RFn,2,504,7,2008,Normal
98000,30,67,5604,Inside,Edwards,Norm,Norm,1925,1950,Gable,None,0,TA,CBlock,396,864,864,0,864,2,1,TA,5,NA,NA,NA,0,0,4,2008,Normal
186000,20,83,10420,Corner,Edwards,Norm,Norm,2009,2009,Gable,None,0,TA,PConc,1176,1212,1212,0,1212,3,1,Gd,6,Attchd,2009,RFn,2,460,3,2010,Normal
252678,60,72,8640,Inside,Somerst,Norm,Norm,2009,2009,Gable,None,0,TA,PConc,78,900,932,920,1852,3,1,Gd,7,Attchd,2009,RFn,2,644,7,2009,Partial
156000,20,43,13568,CulDSac,CollgCr,Norm,Norm,1995,1995,Gable,None,0,TA,PConc,274,990,990,0,990,3,1,TA,5,Attchd,1996,Unf,2,576,7,2006,Normal
161750,60,NA,10900,FR2,CollgCr,Norm,Norm,1977,1977,Gable,BrkFace,153,TA,CBlock,311,689,689,703,1392,3,1,TA,6,Attchd,1977,Fin,1,299,3,2010,Normal
134450,20,72,10011,Inside,NAmes,Norm,Norm,1957,1996,Gable,BrkFace,64,TA,CBlock,710,1070,1236,0,1236,2,1,Gd,6,Attchd,1957,Unf,1,447,5,2006,Normal
210000,20,65,8450,Inside,CollgCr,Norm,Norm,2004,2004,Gable,BrkFace,266,Gd,PConc,490,1436,1436,0,1436,3,1,Gd,8,Attchd,2004,Unf,2,484,4,2008,Normal
107000,70,57,9906,Inside,OldTown,Norm,Norm,1925,1950,Gable,None,0,TA,CBlock,686,686,810,518,1328,3,1,TA,8,Detchd,1940,Unf,1,210,9,2006,Family
311500,50,NA,15660,Corner,Crawfor,Norm,Norm,1939,2006,Gable,BrkFace,312,Gd,CBlock,457,798,1137,817,1954,3,1,Gd,8,Attchd,1939,Unf,2,431,5,2008,Normal
167240,120,43,3010,Inside,Blmngtn,Norm,Norm,2005,2006,Gable,BrkFace,16,Gd,PConc,1232,1248,1248,0,1248,2,1,Gd,5,Attchd,2005,Fin,2,438,3,2006,Partial
204900,20,73,8990,Inside,CollgCr,Norm,Norm,2006,2006,Gable,None,0,Gd,PConc,1498,1498,1498,0,1498,2,1,Gd,5,Attchd,2006,RFn,2,675,4,2006,Partial
200000,60,NA,8068,Inside,Gilbert,Norm,Norm,2002,2002,Gable,None,0,Gd,PConc,1010,1010,1010,1257,2267,4,1,Gd,8,BuiltIn,2002,RFn,2,390,12,2009,Normal
179900,60,85,11475,Inside,NWAmes,RRAn,Norm,1975,1975,Gable,None,0,TA,CBlock,163,713,811,741,1552,3,1,TA,6,Attchd,1975,RFn,2,434,2,2006,Normal
97000,20,70,10500,FR2,NAmes,Norm,Norm,1971,1971,Gable,None,0,TA,CBlock,160,864,864,0,864,2,1,TA,4,Detchd,1989,Unf,2,576,3,2009,Abnorml
386250,20,103,13472,Inside,NridgHt,Norm,Norm,2003,2003,Hip,BrkFace,922,Ex,PConc,2336,2392,2392,0,2392,3,1,Ex,8,Attchd,2003,Fin,3,968,6,2009,Normal
112000,160,21,1680,Inside,BrDale,Norm,Norm,1971,1971,Gable,BrkFace,142,TA,CBlock,630,630,630,672,1302,3,1,TA,6,Detchd,1991,Unf,1,280,5,2009,Abnorml
290000,60,82,9950,Inside,NoRidge,Norm,Norm,1995,1995,Gable,BrkFace,290,Gd,PConc,638,1203,1214,1306,2520,4,1,Gd,9,Attchd,1995,RFn,3,721,6,2007,Abnorml
106000,160,21,1869,Inside,BrDale,Norm,Norm,1970,1970,Gable,BrkFace,127,TA,CBlock,162,483,483,504,987,2,1,TA,5,Detchd,1987,Unf,1,280,9,2008,Normal
125000,20,70,8521,FR2,Sawyer,Feedr,Norm,1967,1967,Gable,None,0,TA,CBlock,70,912,912,0,912,3,1,TA,5,Detchd,1974,Unf,1,336,5,2010,Normal
192500,120,43,3182,Inside,Blmngtn,Norm,Norm,2005,2006,Gable,BrkFace,16,Gd,PConc,1357,1373,1555,0,1555,2,1,Gd,7,Attchd,2005,Fin,2,430,5,2009,Normal
148000,20,73,8760,Inside,NAmes,Norm,Norm,1959,1959,Hip,BrkFace,220,TA,CBlock,1194,1194,1194,0,1194,3,1,TA,6,Attchd,1959,RFn,1,312,4,2010,Normal
403000,60,174,15138,Inside,NoRidge,Norm,Norm,1995,1996,Gable,BrkFace,506,Gd,PConc,773,1462,1490,1304,2794,4,1,Ex,9,Attchd,1995,Fin,3,810,7,2009,Normal
94500,160,21,1680,Inside,BrDale,Norm,Norm,1972,1972,Gable,BrkFace,297,TA,CBlock,483,483,483,504,987,2,1,TA,5,Attchd,1972,Unf,1,288,6,2006,Normal
128200,20,75,10650,Corner,CollgCr,Norm,Norm,1976,1976,Gable,None,0,TA,CBlock,0,894,894,0,894,3,1,TA,5,Attchd,1976,Unf,1,308,2,2010,Normal
216500,60,NA,7851,Inside,Gilbert,Norm,Norm,2002,2002,Gable,NA,NA,Gd,PConc,235,860,860,1100,1960,4,1,Gd,8,BuiltIn,2002,Fin,2,440,5,2010,Normal
89500,160,21,1680,Inside,BrDale,Norm,Norm,1971,1971,Gable,BrkFace,604,TA,CBlock,125,483,483,504,987,2,1,TA,5,Detchd,1971,Unf,1,264,8,2008,Normal
185500,20,65,8773,FR2,CollgCr,Norm,Norm,2004,2004,Gable,BrkFace,98,Gd,PConc,1390,1414,1414,0,1414,3,1,Gd,6,Attchd,2004,RFn,2,494,5,2010,Normal
194500,60,NA,9453,CulDSac,SawyerW,RRNe,Norm,1993,2003,Gable,None,0,Gd,PConc,594,996,1014,730,1744,3,1,Gd,7,Attchd,1993,RFn,2,457,2,2010,Normal
318000,20,93,12030,Inside,NridgHt,Norm,Norm,2007,2007,Hip,BrkFace,254,Ex,PConc,1694,1694,1694,0,1694,3,1,Gd,7,Attchd,2007,Fin,3,818,12,2007,Partial
113000,50,52,8741,Inside,Edwards,Norm,Norm,1945,1950,Gable,None,0,TA,CBlock,641,735,798,689,1487,3,1,TA,7,Detchd,1949,Unf,1,220,4,2010,Normal
262500,20,75,9000,Inside,Somerst,Norm,Norm,2008,2008,Gable,Stone,36,Gd,PConc,488,1566,1566,0,1566,3,1,Gd,7,Attchd,2008,RFn,2,750,4,2010,Normal
110500,30,40,3880,Inside,OldTown,Norm,Norm,1945,1997,Gable,None,0,TA,CBlock,357,686,866,0,866,2,1,Gd,4,NA,NA,NA,0,0,8,2007,Normal
79000,50,63,5000,Corner,OldTown,Norm,Norm,1900,1950,Gable,None,0,TA,BrkTil,540,540,889,551,1440,3,1,TA,6,Attchd,1940,Unf,1,352,4,2006,Normal
120000,160,75,10762,Corner,SawyerW,Norm,Norm,1980,1980,Gable,None,0,TA,CBlock,626,626,626,591,1217,3,1,TA,6,Attchd,1980,RFn,1,288,4,2009,Normal
205000,60,NA,8880,Inside,SawyerW,Norm,Norm,1994,2002,Gable,None,0,Gd,PConc,253,948,1222,888,2110,3,1,Gd,8,Attchd,1994,RFn,2,463,5,2010,Normal
241500,20,80,10400,Inside,NWAmes,Norm,Norm,1988,1988,Gable,BrkFace,102,TA,CBlock,916,1845,1872,0,1872,3,1,TA,6,Attchd,1988,Fin,2,604,6,2006,Normal
137000,190,69,9142,Inside,OldTown,Norm,Norm,1910,1950,Gable,None,0,TA,Stone,1020,1020,908,1020,1928,4,2,Fa,9,Detchd,1910,Unf,1,440,4,2006,Normal
140000,20,75,11310,Inside,NAmes,Norm,Norm,1954,1954,Hip,None,0,TA,CBlock,1367,1367,1375,0,1375,2,1,TA,5,Attchd,1954,Unf,2,451,6,2006,Normal
180000,60,72,11317,Inside,CollgCr,Norm,Norm,2003,2003,Gable,BrkFace,101,Gd,PConc,840,840,840,828,1668,3,1,Gd,8,Attchd,2003,RFn,2,500,9,2007,Normal
277000,50,NA,159000,CulDSac,ClearCr,Norm,Norm,1958,2006,Gable,BrkCmn,472,Gd,CBlock,747,1444,1444,700,2144,4,1,Gd,7,Attchd,1958,Fin,2,389,6,2007,Normal
76500,30,55,5350,Inside,BrkSide,Norm,Norm,1940,1966,Gable,None,0,TA,CBlock,728,728,1306,0,1306,3,1,Fa,6,NA,NA,NA,0,0,5,2010,Normal
235000,120,44,4750,Inside,Crawfor,Norm,Norm,2006,2007,Hip,Stone,481,Gd,PConc,0,1573,1625,0,1625,2,1,Gd,5,Attchd,2006,Fin,2,538,12,2007,Family
173000,60,65,8366,Inside,SawyerW,Norm,Norm,2004,2004,Gable,None,0,Gd,PConc,798,798,798,842,1640,3,1,Gd,6,Attchd,2004,RFn,2,520,12,2008,Normal
158000,80,85,9350,Inside,NAmes,Norm,Norm,1964,1991,Hip,BrkFace,108,TA,CBlock,452,1302,1302,0,1302,3,1,Gd,7,Attchd,1964,RFn,1,309,10,2007,Normal
145000,20,70,8400,Inside,NAmes,Norm,Norm,1957,1957,Gable,None,0,TA,CBlock,392,1314,1314,0,1314,3,1,TA,5,Attchd,1957,RFn,1,294,6,2010,Normal
230000,60,66,8738,Inside,Gilbert,Norm,Norm,1999,1999,Gable,BrkFace,302,Gd,PConc,975,975,1005,1286,2291,4,1,Gd,8,BuiltIn,1999,Fin,2,429,2,2006,Normal
207500,60,64,8791,Inside,Somerst,Norm,Norm,2003,2003,Gable,None,0,Gd,PConc,361,864,864,864,1728,3,1,Gd,7,Attchd,2003,RFn,2,673,5,2008,Normal
220000,20,68,8814,Inside,CollgCr,Norm,Norm,2006,2006,Gable,Stone,180,Gd,PConc,270,1604,1604,0,1604,3,1,Gd,8,Attchd,2006,RFn,2,660,3,2009,Abnorml
231500,60,80,12435,Inside,CollgCr,Norm,Norm,2001,2001,Gable,BrkFace,172,Gd,PConc,602,963,963,829,1792,3,1,Gd,7,Attchd,2001,RFn,2,564,5,2008,Normal
97000,20,70,12702,Inside,OldTown,Norm,Norm,1956,1956,Gable,None,0,TA,PConc,0,0,882,0,882,2,1,TA,4,Detchd,1956,Unf,1,308,12,2008,Normal
176000,80,120,19296,Corner,NAmes,Artery,Norm,1962,1962,Gable,BrkFace,399,TA,CBlock,0,1362,1382,0,1382,3,1,TA,6,Attchd,1991,Unf,2,884,5,2009,Normal
276000,60,69,9588,Inside,CollgCr,Norm,Norm,2007,2007,Gable,Stone,270,Gd,PConc,1482,1482,1482,1092,2574,3,1,Ex,10,BuiltIn,2007,Fin,3,868,11,2007,Partial
151000,80,88,8471,Corner,Sawyer,Norm,Norm,1977,1995,Gable,BrkFace,46,TA,CBlock,0,506,1212,0,1212,3,1,TA,6,Attchd,1978,Unf,2,492,7,2006,Normal
130000,50,50,5500,Corner,OldTown,Norm,Norm,1929,2001,Gable,None,0,TA,BrkTil,0,926,926,0,1316,3,1,TA,6,Detchd,1974,Unf,2,484,4,2010,Normal
73000,30,30,5232,Inside,OldTown,Artery,Norm,1925,2004,Gable,None,0,TA,BrkTil,680,680,764,0,764,2,1,TA,4,Detchd,1965,Unf,2,504,6,2008,Normal
175500,20,78,12090,Inside,NWAmes,Norm,Norm,1981,1981,Gable,BrkFace,210,TA,CBlock,606,1422,1422,0,1422,3,1,Gd,7,Attchd,1981,Fin,2,576,6,2008,Normal
185000,60,70,11207,FR2,Gilbert,Norm,Norm,1997,1997,Gable,None,0,TA,PConc,88,802,802,709,1511,3,1,TA,8,Attchd,1997,Fin,2,413,6,2006,Normal
179500,75,60,8400,Inside,SWISU,Norm,Norm,1939,1997,Gable,None,0,TA,PConc,342,720,1052,720,2192,4,1,Gd,8,Detchd,1939,Unf,1,240,7,2008,Normal
120500,30,71,6900,Inside,IDOTRR,Norm,Norm,1940,1955,Gable,None,0,TA,CBlock,212,740,778,0,778,2,1,TA,4,Detchd,1966,Fin,1,924,2,2008,Normal
148000,20,NA,7917,Corner,Edwards,Norm,Norm,1976,1976,Hip,BrkFace,174,TA,CBlock,392,1143,1113,0,1113,3,1,TA,6,Attchd,1987,RFn,1,504,5,2007,Normal
266000,60,84,10728,Inside,Somerst,Norm,Norm,2006,2006,Gable,None,0,Gd,PConc,1095,1095,1095,844,1939,3,1,Gd,8,Attchd,2006,RFn,3,1053,8,2006,Partial
241500,20,73,39104,CulDSac,ClearCr,Norm,Norm,1954,2005,Flat,None,0,TA,CBlock,96,1385,1363,0,1363,2,1,TA,5,Attchd,1954,Unf,2,439,4,2008,Normal
290000,60,92,11764,CulDSac,NoRidge,Norm,Norm,1999,2007,Gable,BrkFace,348,Gd,PConc,628,1152,1164,1106,2270,4,1,Gd,9,Attchd,1999,Fin,3,671,4,2010,Normal
139000,20,80,9600,Inside,NAmes,Feedr,Norm,1958,1988,Hip,BrkCmn,183,TA,CBlock,0,1240,1632,0,1632,3,1,TA,6,Attchd,1958,RFn,1,338,4,2009,Normal
124500,20,76,8314,Corner,Mitchel,Norm,Norm,1982,1982,Gable,None,0,TA,CBlock,270,816,816,0,816,2,1,TA,5,Attchd,1982,Unf,1,264,6,2007,Normal
205000,50,55,7264,Inside,BrkSide,Norm,Norm,1925,2007,Gable,None,0,Gd,BrkTil,952,952,952,596,1548,3,1,Ex,5,Detchd,1978,Unf,2,672,10,2009,Normal
201000,20,129,9196,Inside,Mitchel,Norm,Norm,2003,2003,Gable,None,0,Gd,PConc,1560,1560,1560,0,1560,3,1,Gd,7,Attchd,2003,Fin,2,573,4,2010,Normal
